,beer/ABV,review/appearance,review/aroma,review/overall,review/palate,review/taste
14209,6.5,4.0,4.5,5.0,4.5,4.5
29327,5.4,4.5,4.5,3.0,4.5,4.0
24368,10.6,4.5,5.0,4.5,4.5,5.0
3009,6.6,4.0,3.0,3.0,3.5,2.5
18613,8.3,4.0,4.5,4.5,4.5,4.5
15216,7.5,3.0,3.5,2.5,2.0,3.0
19226,5.0,2.5,2.0,3.0,2.0,2.5
2537,8.3,4.5,5.0,5.0,5.0,5.0
16395,6.1,4.5,4.5,5.0,4.0,4.5
7498,8.0,3.5,4.5,4.5,4.0,4.0
20426,10.5,3.0,4.0,3.5,4.0,3.5
10770,7.6,4.0,4.0,3.5,3.5,3.5
32535,7.2,4.0,3.5,4.0,4.0,4.5
30313,12.0,4.0,4.0,4.0,3.5,4.5
21889,5.4,4.0,3.5,3.5,4.0,3.5
23238,5.5,4.0,3.5,3.5,3.5,3.5
21684,6.5,4.0,3.5,4.5,3.5,5.0
28635,12.0,4.5,4.0,4.0,4.0,4.0
320,6.2,3.5,4.0,4.0,4.0,3.5
7135,7.0,4.0,3.0,3.0,4.0,4.5
17755,8.5,5.0,4.5,4.0,4.0,4.0
37369,9.4,3.5,4.0,4.0,4.5,4.0
11984,10.2,3.5,3.0,2.0,3.0,2.5
24881,7.0,4.0,4.0,3.5,3.5,3.5
26627,6.7,4.0,4.0,4.5,4.0,4.5
34359,10.5,3.5,4.0,3.5,3.5,3.5
31831,8.5,4.0,3.5,4.0,4.0,4.0
3178,11.2,4.0,5.0,4.5,5.0,4.5
244,6.9,4.5,4.0,4.5,4.5,4.0
14758,11.2,4.0,4.5,4.5,3.5,4.5
23853,10.0,4.5,4.5,3.5,4.5,4.0
16527,10.4,4.0,3.5,4.0,4.0,4.0
32528,6.5,3.0,3.0,4.0,3.0,3.0
24535,7.2,4.0,4.5,4.0,4.5,3.5
1161,6.5,4.0,4.0,3.5,4.0,4.0
37323,4.3,4.0,4.0,4.0,4.0,4.0
22337,8.3,4.5,4.5,4.5,5.0,4.0
287,9.8,4.0,4.5,4.0,4.0,3.0
26206,5.59,3.5,3.0,4.0,4.0,3.0
10068,9.8,2.5,2.5,2.0,2.5,2.5
10680,9.4,3.5,3.5,4.0,3.5,4.5
12450,6.1,4.0,3.0,2.5,3.0,3.0
1170,6.5,3.5,4.0,4.0,4.0,4.0
4675,7.0,4.5,4.0,5.0,4.0,4.5
10374,7.7,4.0,4.0,4.0,4.0,3.5
31308,5.5,3.5,3.5,3.5,4.0,4.0
30497,5.7,3.5,4.5,4.0,4.0,4.5
26553,4.9,4.0,3.5,4.0,3.5,3.5
33045,6.5,4.0,4.0,4.5,4.0,4.0
33778,5.4,4.0,4.0,4.0,4.0,4.0
23165,9.0,4.0,4.0,4.0,4.0,3.5
25491,8.4,4.0,4.0,3.5,4.0,4.0
28164,8.1,3.5,4.0,4.5,4.0,5.0
34014,3.5,2.5,3.0,1.5,1.5,1.5
3121,8.3,4.5,4.5,4.5,4.5,4.0
17695,11.2,5.0,4.5,5.0,5.0,4.5
22766,10.2,4.5,4.5,4.5,4.5,5.0
31301,6.5,4.5,3.5,4.0,4.0,4.0
13861,5.4,3.5,3.0,3.5,3.0,3.0
35379,5.0,4.0,4.0,4.0,3.5,4.0
31730,4.4,3.5,3.5,3.0,4.5,3.5
931,10.2,4.0,3.5,4.0,4.5,4.0
30062,6.2,4.0,3.0,3.0,4.0,2.5
691,6.0,3.0,4.5,4.5,3.5,4.0
6364,11.2,4.0,4.5,4.5,4.0,4.5
18293,8.3,4.0,4.0,2.0,3.5,4.0
20950,5.4,3.0,3.0,3.5,3.0,3.0
16428,6.6,4.0,4.5,2.0,4.0,4.5
20323,8.3,4.5,4.0,5.0,4.0,5.0
4319,4.7,4.0,4.5,4.5,4.0,4.5
3969,8.5,3.0,4.0,3.5,3.0,4.0
25763,8.5,4.0,4.0,3.0,3.5,4.0
4926,9.4,4.5,5.0,4.0,4.5,4.5
4933,5.0,3.5,3.0,4.0,3.0,3.5
14616,4.4,4.0,3.0,3.0,3.0,3.5
13971,8.1,4.0,3.5,4.5,4.5,4.5
36173,7.0,4.0,4.5,4.5,4.0,4.5
23862,4.8,4.0,3.5,4.5,4.0,4.0
22692,8.5,4.0,4.0,3.5,3.5,3.5
3092,4.4,4.0,4.0,4.0,4.0,4.0
21097,10.5,4.5,4.5,4.5,3.5,4.0
12748,4.9,4.0,3.0,4.5,4.0,4.0
24338,5.4,4.0,3.0,4.0,4.0,3.5
35076,5.0,3.0,4.0,3.5,3.0,4.0
15790,4.4,4.0,4.0,4.5,4.0,4.0
3982,10.0,4.0,4.0,4.5,3.5,3.5
20674,12.0,4.0,4.5,3.5,4.0,4.0
23324,8.5,4.0,3.0,4.0,4.0,3.5
1094,11.2,4.5,4.5,4.5,5.0,4.5
22927,12.0,3.5,3.5,2.5,2.5,3.0
28310,8.0,4.0,4.5,4.5,4.0,4.5
15972,5.0,2.5,2.0,2.0,3.0,2.0
28747,8.3,4.0,4.5,4.5,4.0,4.5
31918,6.5,4.0,3.5,4.0,4.0,3.5
26460,9.4,4.0,4.0,4.5,4.0,4.5
35696,5.5,3.5,4.0,5.0,5.0,5.0
2843,9.0,4.0,4.5,4.0,4.0,4.5
25095,5.0,4.0,3.5,3.5,4.0,3.5
18211,10.75,3.5,4.5,4.5,4.0,4.5
20855,6.6,4.5,4.5,4.0,4.0,4.5
33645,7.2,3.0,4.0,4.0,3.5,4.5
16,6.5,4.0,3.5,3.0,3.0,3.5
28202,6.0,2.0,1.5,2.0,2.0,1.5
16524,9.4,3.0,3.0,2.5,3.0,3.0
18443,6.5,4.0,4.0,3.5,2.0,3.5
23527,10.0,4.0,3.5,4.0,3.5,4.0
21054,6.5,4.5,4.5,4.0,4.5,4.0
12205,6.6,4.0,4.5,4.5,4.0,4.5
31422,11.2,3.0,4.5,4.5,4.0,4.5
32006,11.2,4.0,5.0,4.5,5.0,5.0
14407,4.7,3.0,3.5,3.5,3.5,4.0
32766,6.9,4.5,3.5,4.5,4.0,4.0
4686,9.4,4.0,4.0,4.0,4.0,4.5
4922,11.2,4.5,5.0,4.0,4.5,5.0
5877,5.5,3.5,4.0,3.5,3.0,4.0
30595,6.1,4.0,4.5,4.5,4.0,4.0
32443,4.8,3.0,3.0,3.0,3.0,3.0
16459,6.5,4.0,4.5,4.0,4.0,4.5
22831,5.4,4.0,5.0,4.0,4.0,4.5
25006,5.2,4.0,2.0,2.5,2.5,2.5
4586,10.0,3.0,4.0,4.5,3.5,4.5
13675,5.0,4.0,4.5,4.5,4.0,4.5
33559,6.1,3.0,3.5,4.0,3.5,3.5
8378,10.5,4.5,4.0,3.5,4.5,3.5
24816,10.2,4.0,4.5,3.5,3.5,3.0
25359,8.3,4.0,3.5,4.0,4.5,4.5
25553,6.7,3.0,3.5,4.0,3.5,4.0
5695,5.5,3.5,4.0,4.0,4.0,4.5
2941,5.4,3.0,3.5,5.0,4.0,4.5
33829,5.79,4.0,4.0,3.5,3.5,3.5
31222,9.0,4.5,4.5,5.0,3.5,4.5
33790,6.6,3.5,3.5,4.0,4.0,4.5
21164,8.1,4.5,4.5,5.0,5.0,5.0
35578,6.6,5.0,4.0,4.0,4.5,4.0
10338,4.7,3.0,1.5,2.5,2.5,2.0
26671,5.9,4.0,4.0,4.5,3.5,3.5
8307,10.6,4.5,5.0,5.0,4.5,5.0
11618,6.5,4.0,4.0,4.0,3.5,4.0
25933,8.0,4.0,5.0,3.5,4.5,3.5
34334,6.5,3.0,4.0,5.0,4.0,4.5
6782,12.0,4.0,4.5,4.0,5.0,4.5
33896,8.3,5.0,5.0,5.0,5.0,5.0
35607,6.6,4.0,4.0,3.5,3.5,4.0
35710,5.4,4.0,4.5,4.5,4.0,4.5
19945,9.4,4.5,4.5,4.5,4.5,4.5
33879,7.2,4.0,5.0,3.5,3.0,3.0
1609,5.6,3.0,4.5,4.0,3.5,4.0
19480,4.5,3.0,4.0,4.5,4.5,4.5
29166,5.6,4.0,3.5,3.5,3.5,3.5
23799,5.5,3.5,4.0,4.0,4.0,4.0
31980,6.2,4.0,3.5,3.0,2.5,3.5
12317,6.5,3.5,4.0,4.5,4.5,4.5
35883,6.2,4.0,3.5,4.5,4.5,4.0
19630,5.8,4.0,2.0,3.0,3.0,3.0
16508,6.9,3.5,3.5,3.5,3.5,3.5
13001,4.9,3.5,4.0,4.5,4.0,4.0
1814,5.0,3.5,3.0,3.0,3.5,3.0
25416,43.0,3.5,4.0,4.0,4.0,4.0
31976,4.4,3.5,3.0,4.0,4.0,4.0
14586,7.2,4.0,3.5,4.0,3.5,4.0
25174,5.0,3.5,3.5,4.0,4.0,4.0
2123,6.5,3.5,3.5,4.0,3.5,4.0
13704,6.6,4.5,4.0,4.5,4.5,4.5
31721,9.4,3.5,3.5,3.5,4.0,3.5
35359,5.5,4.5,4.5,4.5,4.0,5.0
37211,6.5,4.5,4.0,4.0,3.5,4.5
14191,5.4,4.0,4.0,4.0,3.5,3.5
18581,4.4,4.5,3.0,3.0,3.5,3.0
20435,6.8,4.0,3.5,3.5,3.0,3.0
17600,5.4,4.0,3.5,3.5,4.0,3.5
27938,5.0,4.0,3.0,3.5,3.5,3.5
32247,11.2,4.0,4.0,4.5,5.0,5.0
21438,9.4,4.0,4.0,3.5,4.0,4.5
33262,4.7,3.5,3.5,4.0,4.0,4.0
30096,12.0,5.0,4.5,2.5,4.0,4.0
4906,4.7,3.0,3.5,3.0,3.5,3.5
3722,9.4,4.0,4.5,4.5,4.0,5.0
12734,6.5,4.0,4.0,4.5,4.5,4.5
35214,11.2,4.0,4.5,5.0,4.0,4.0
2671,7.82,4.5,4.0,3.5,4.0,4.5
9417,6.5,4.0,4.5,4.5,4.0,4.5
4552,5.4,4.5,3.5,4.0,4.0,3.5
6009,5.4,3.5,3.5,4.0,3.5,4.0
28430,10.0,3.5,4.0,4.0,3.5,4.0
19601,9.0,3.5,3.0,4.0,3.5,4.0
18437,10.5,4.0,3.5,4.0,3.0,3.5
27542,8.3,3.5,5.0,5.0,4.5,4.5
3164,6.3,3.5,4.0,4.0,4.0,4.0
32764,6.9,4.0,4.0,3.0,3.5,3.5
1657,9.4,4.5,5.0,5.0,5.0,5.0
36757,5.4,4.5,4.0,4.0,3.5,4.0
19094,9.4,4.0,3.5,4.0,4.5,4.0
23099,6.0,3.5,4.5,3.5,4.0,4.0
16806,6.9,4.0,4.0,4.0,4.0,4.5
27356,4.0,3.0,3.0,3.0,3.0,3.5
16244,7.6,4.0,4.0,4.0,4.0,4.0
31601,7.0,3.5,4.0,4.0,4.0,4.0
27877,9.0,4.0,4.0,3.5,4.0,4.0
9673,8.4,3.5,4.5,4.5,4.5,4.5
19229,4.4,4.5,1.0,2.5,4.0,4.0
9772,9.8,4.0,4.5,4.0,4.0,4.0
3558,6.5,3.5,5.0,4.5,4.0,4.5
33576,4.2,3.0,3.0,3.5,3.0,2.5
3854,6.5,4.0,4.0,4.5,4.0,4.0
4887,4.8,2.0,2.0,3.0,2.0,2.0
28807,5.3,4.0,4.0,4.0,4.0,4.0
35885,6.9,4.0,4.0,4.5,4.0,4.5
5313,6.5,4.0,4.0,4.0,4.0,4.0
25883,5.0,4.5,3.5,4.5,4.0,4.0
13699,8.6,2.5,3.5,2.5,1.5,3.5
30607,7.1,4.0,4.5,4.0,4.0,3.5
4827,8.2,5.0,4.5,5.0,4.5,5.0
3907,5.0,4.0,3.0,4.0,3.5,3.0
29134,10.0,3.0,4.0,4.0,4.0,4.0
10637,5.0,3.5,3.5,3.5,4.0,4.0
9343,4.5,3.0,2.5,3.5,3.0,3.0
22908,6.5,4.5,4.0,4.0,4.0,4.0
18279,5.4,4.5,4.0,4.0,3.5,4.0
10283,8.1,4.0,4.0,4.0,4.5,4.5
9890,5.9,4.5,4.0,4.0,3.5,4.0
34846,9.8,4.0,4.5,4.5,4.0,4.0
18323,5.5,3.5,3.0,3.5,3.0,3.0
26514,9.8,4.0,3.5,2.0,3.5,3.5
35504,8.3,3.5,5.0,4.5,4.0,4.5
35759,5.0,4.0,4.5,4.0,4.0,4.0
17387,6.8,4.5,4.5,3.0,3.5,3.0
15086,9.0,4.0,4.0,4.0,4.5,3.5
24042,5.0,4.0,3.5,4.5,4.0,3.5
34685,7.2,4.0,4.5,4.5,4.0,4.5
7566,6.6,4.5,4.5,4.5,4.0,4.5
29227,6.5,4.0,3.0,4.0,3.5,4.0
14719,4.9,4.0,3.5,3.5,4.0,4.0
36806,5.0,3.0,2.0,3.0,3.0,3.0
5368,9.2,3.5,4.0,4.0,4.5,4.5
9603,11.0,4.0,4.5,4.0,4.0,4.0
22673,5.8,4.0,4.0,4.0,4.5,4.5
29425,3.5,3.0,3.0,4.0,4.0,3.0
30143,10.5,4.5,4.5,4.5,4.5,5.0
2618,9.4,3.5,3.5,4.0,3.5,3.5
4485,5.8,4.0,3.5,3.5,3.5,4.0
11795,4.3,4.5,3.5,4.0,3.5,4.0
17369,8.2,4.0,4.5,3.5,4.0,3.5
24366,8.0,4.0,3.5,3.0,3.0,3.0
22553,6.1,4.0,4.0,4.0,4.0,4.0
7384,7.6,3.5,3.5,4.0,3.5,4.0
34226,7.0,4.0,4.5,4.0,4.0,4.0
13269,5.4,4.0,3.5,3.5,4.0,4.0
28677,5.0,3.0,4.0,4.0,3.0,3.5
9275,8.5,4.0,3.5,3.5,4.0,4.0
9460,4.7,4.0,3.0,3.5,3.5,3.5
2462,8.5,3.0,3.0,1.0,3.0,2.0
9968,5.1,4.5,4.5,4.5,4.5,5.0
6509,10.6,4.0,4.5,4.5,4.5,5.0
36547,6.5,2.0,3.0,2.0,2.0,2.0
589,5.2,3.5,4.0,4.0,4.0,4.5
13136,5.0,1.5,3.0,2.0,1.0,2.0
8848,12.0,3.5,4.0,4.5,4.5,4.5
20142,9.0,4.5,4.5,4.5,4.5,4.5
18412,5.0,3.0,4.0,3.5,4.0,3.5
9424,6.5,3.5,4.0,4.0,3.5,4.0
5454,6.5,3.5,4.0,3.5,4.0,4.0
33775,8.5,4.0,4.5,4.5,4.0,4.5
6837,5.6,3.5,4.0,4.0,4.0,4.0
29432,11.2,4.0,5.0,4.5,4.5,5.0
20288,9.4,4.0,4.0,4.0,4.0,4.5
18816,8.5,4.0,3.5,4.0,4.0,4.0
34644,3.5,4.0,3.0,3.5,2.5,3.0
36398,9.4,4.0,4.0,4.0,4.0,4.5
21031,8.3,4.5,5.0,4.5,4.5,4.5
1587,4.4,4.0,5.0,5.0,4.0,5.0
33925,10.2,4.0,4.0,4.0,4.0,4.5
18103,6.6,4.5,4.5,4.5,4.5,4.5
22484,11.2,4.5,4.5,5.0,4.5,5.0
31417,11.2,5.0,5.0,5.0,5.0,5.0
29277,5.4,4.0,4.0,4.5,4.5,4.5
3961,5.4,4.5,4.0,4.5,5.0,4.5
30140,4.5,4.0,4.5,4.0,4.0,4.5
29631,6.6,4.0,4.5,4.5,4.0,4.5
6078,5.9,4.0,3.5,4.0,4.0,4.0
30663,12.0,4.5,4.5,4.5,4.0,4.0
10956,5.3,3.5,4.0,4.0,4.5,4.0
4006,5.6,3.5,4.0,4.0,4.0,4.5
18395,9.8,4.0,5.0,3.5,4.5,5.0
5898,5.4,3.5,4.0,3.5,3.0,3.5
2866,5.5,3.0,2.5,3.0,3.0,3.0
14011,8.3,4.5,5.0,4.5,4.5,4.5
34960,5.0,3.5,4.5,5.0,4.5,4.0
30209,4.4,3.5,2.0,2.0,2.0,1.5
30266,10.0,4.5,3.5,3.5,4.5,3.5
16968,9.4,4.0,4.5,4.5,4.0,4.0
11460,7.0,3.5,4.0,4.0,3.5,4.0
20316,8.5,4.0,4.0,4.0,4.0,4.5
20922,8.3,4.0,3.5,4.0,4.0,3.5
33078,8.3,4.0,3.5,4.0,4.5,4.5
20671,9.4,3.5,3.5,3.5,3.5,3.5
4668,6.5,4.0,3.0,2.5,2.5,3.0
4298,9.0,4.0,4.5,4.0,4.5,4.5
3783,4.4,4.0,4.0,4.5,4.0,4.5
7347,5.8,3.0,2.5,3.5,3.0,3.0
10377,5.6,3.0,3.0,3.0,3.0,3.0
9878,5.75,3.5,3.5,4.0,4.0,4.0
2773,9.0,4.0,4.0,4.0,4.0,3.5
13026,5.6,4.0,3.5,4.5,4.0,3.0
12948,10.5,4.0,4.0,4.5,4.5,4.5
25105,5.1,3.0,4.0,4.0,3.5,3.5
1987,6.5,3.0,3.5,3.5,3.0,3.5
29546,4.4,4.0,4.0,4.5,4.5,5.0
16260,9.2,5.0,4.0,4.5,4.5,4.5
25464,8.3,5.0,4.5,4.5,4.5,5.0
9175,5.0,3.5,3.5,3.5,3.0,4.0
31508,12.0,5.0,4.0,3.5,4.0,3.5
37037,6.9,3.5,4.0,3.0,3.5,3.5
25901,12.0,3.5,4.0,4.5,4.5,4.5
19309,8.5,3.0,4.0,3.5,3.0,3.0
249,9.4,3.5,4.5,4.0,4.5,4.5
27790,6.8,3.5,4.0,3.5,4.0,4.0
28128,10.5,5.0,4.5,4.0,4.0,4.0
6589,7.5,4.0,4.0,4.5,4.0,4.0
13780,3.5,3.0,2.0,2.0,2.0,1.5
11989,6.5,4.0,3.5,4.0,4.0,4.5
627,9.4,4.0,4.0,3.5,4.5,4.0
37155,6.8,4.0,3.0,3.5,4.0,3.0
29523,7.2,4.0,4.0,4.0,4.0,4.0
28820,5.0,3.5,3.0,4.0,3.5,3.5
23929,10.2,4.5,4.5,4.5,4.5,5.0
35199,4.4,4.0,4.0,5.0,4.0,4.5
4765,8.5,4.0,3.5,4.5,4.0,4.0
26177,5.2,4.0,4.0,4.0,4.0,4.0
6511,9.8,3.5,4.5,4.0,4.0,4.5
2230,8.5,3.5,3.5,4.0,4.0,4.0
20566,4.9,4.0,3.0,3.5,3.5,4.0
12427,5.0,4.0,3.5,4.0,3.0,3.5
34467,4.3,3.5,3.5,4.0,3.5,4.0
18782,8.2,4.0,4.5,4.0,3.5,4.0
32726,6.5,4.0,4.0,4.0,4.5,4.0
6305,9.4,4.0,4.0,4.0,4.0,4.0
13998,4.4,4.0,4.0,4.5,3.5,4.5
15641,8.5,4.0,4.5,4.0,4.0,4.0
32299,12.0,4.0,3.0,4.0,4.5,4.0
12392,5.7,4.0,4.0,3.5,4.0,3.5
17570,5.0,3.5,3.5,3.5,3.5,3.5
10703,6.5,3.0,3.5,3.0,2.0,2.5
37253,12.0,3.5,4.0,4.0,4.5,4.5
21698,10.2,4.5,5.0,4.0,4.5,4.5
4247,4.5,4.5,4.0,4.5,4.0,4.0
8002,6.5,4.0,4.0,4.0,4.0,4.0
31954,7.0,4.5,4.5,4.0,4.0,4.5
32703,8.3,4.5,4.5,4.0,4.5,4.0
9497,7.2,4.5,5.0,2.5,3.5,4.0
11241,9.2,3.5,4.5,4.0,4.0,4.0
31349,6.0,3.5,4.5,5.0,4.5,4.0
27543,6.6,4.5,4.5,4.0,5.0,4.0
1273,5.0,4.0,4.0,4.5,4.0,4.0
5698,8.6,4.0,3.5,3.0,3.5,3.0
31521,5.5,3.0,3.0,3.0,2.5,3.0
10988,6.5,4.0,4.5,4.5,4.0,4.0
22999,4.9,2.5,3.0,3.0,3.0,3.0
3358,6.1,4.0,4.0,4.5,4.5,4.0
16567,8.6,4.0,4.5,4.0,4.0,4.5
34970,8.3,5.0,3.5,4.5,4.5,4.5
4567,2.4,3.5,4.0,5.0,4.0,4.0
13255,6.6,4.0,4.0,4.0,4.5,4.0
10848,6.0,4.0,4.0,4.0,4.0,4.0
32551,4.75,3.5,3.5,3.5,3.5,3.5
36415,10.0,4.5,5.0,5.0,5.0,5.0
1961,6.8,4.0,3.5,4.0,4.0,4.0
4992,6.5,3.5,4.5,4.5,4.0,4.5
4891,5.7,4.5,4.0,4.0,4.0,4.0
14330,5.9,4.0,4.0,4.0,4.0,4.0
30391,4.0,4.0,3.0,3.5,3.0,3.5
24423,5.0,4.0,4.0,4.0,4.0,4.0
25954,5.7,4.0,3.0,3.0,3.0,3.0
30971,10.0,2.5,3.0,4.5,3.0,4.0
37027,6.5,4.0,4.5,4.5,4.0,4.5
6226,11.2,4.5,5.0,5.0,5.0,5.0
27323,9.4,4.0,4.5,4.5,4.5,5.0
29648,9.0,4.0,3.0,4.5,4.0,4.0
3359,5.79,4.0,4.0,4.5,4.0,4.5
307,9.0,3.5,3.5,4.0,3.0,3.5
29964,3.5,3.5,3.5,4.0,3.0,3.5
36171,12.0,4.0,5.0,3.0,4.0,4.0
32323,8.3,3.0,2.0,4.0,5.0,3.0
12580,6.5,4.0,4.5,5.0,4.0,4.0
36490,5.6,3.0,3.5,3.5,3.5,4.0
9765,11.5,4.5,4.0,4.5,4.5,4.0
1051,10.8,3.0,4.0,4.0,4.0,4.5
14519,9.8,4.0,4.0,4.5,3.5,4.5
11410,8.5,3.5,4.0,4.5,4.0,4.5
9221,6.6,4.0,3.5,4.5,3.5,4.0
10234,4.4,4.0,4.0,2.0,3.0,2.0
25662,5.0,3.5,4.0,3.5,3.0,3.5
23666,8.2,4.0,4.5,4.5,4.0,4.0
27796,5.2,4.0,4.5,3.5,4.0,4.5
35055,5.4,4.0,3.5,3.0,4.0,3.5
34764,10.0,4.5,4.5,4.5,4.5,4.5
13682,8.3,4.0,4.5,4.0,4.0,4.5
20706,10.5,4.5,5.0,5.0,5.0,5.0
25832,10.2,4.5,5.0,4.5,4.5,4.5
4917,7.0,4.5,4.0,4.0,4.0,4.0
25074,7.4,4.0,3.5,3.5,3.5,3.5
191,5.0,3.5,3.0,3.5,3.0,3.0
25068,4.3,4.0,4.5,4.5,4.0,4.5
24484,6.5,4.0,3.5,3.5,4.0,3.5
13233,8.1,5.0,5.0,4.5,4.5,4.5
9783,5.9,3.0,3.5,3.5,3.5,3.5
28054,11.2,4.5,5.0,5.0,4.5,5.0
3924,10.25,4.0,3.0,3.5,4.0,3.0
9940,9.8,4.0,4.0,4.0,4.5,4.0
22800,6.1,3.5,3.5,4.0,3.5,4.0
28810,5.9,4.5,4.5,4.5,4.0,4.0
16061,8.5,4.5,3.5,3.5,3.5,4.0
30826,6.5,5.0,3.5,4.0,4.0,4.0
25920,7.2,4.0,4.0,4.5,4.0,4.5
29963,10.5,4.0,4.0,4.0,4.0,4.0
15549,5.7,4.5,2.5,4.0,3.0,4.0
18074,5.79,4.0,4.0,3.5,3.5,4.0
27527,5.7,4.0,3.0,3.5,3.5,3.5
13304,4.7,4.0,4.0,4.0,4.0,4.0
33928,4.4,4.5,4.0,3.5,3.0,3.0
19692,4.75,3.5,3.5,4.0,4.0,3.5
17888,9.4,4.5,4.5,4.0,4.5,4.0
25864,5.2,4.5,4.0,4.5,4.0,4.0
3791,9.4,4.5,3.5,4.5,4.5,4.5
36351,6.0,3.5,4.0,4.0,3.5,4.0
9259,8.0,4.0,5.0,3.5,3.5,3.5
35036,11.2,4.0,4.0,4.0,4.0,4.0
31027,8.8,3.0,4.5,3.5,3.0,4.0
1848,9.4,4.0,4.0,4.0,4.0,4.5
12852,7.3,4.5,4.0,3.5,4.5,3.5
31923,4.4,3.5,3.5,4.0,4.0,3.0
29896,3.5,2.5,2.5,2.5,2.5,2.5
16526,3.5,3.0,2.0,2.0,1.5,2.5
6771,5.79,4.0,4.0,3.0,3.0,3.0
27559,4.0,2.5,2.5,3.5,3.0,3.5
13878,8.0,3.5,3.0,3.5,3.5,4.0
30676,10.0,4.0,3.5,3.5,4.0,3.5
36349,9.4,4.0,4.0,3.5,3.0,4.0
30957,6.0,3.5,4.0,4.0,4.0,4.0
28684,5.0,4.0,4.0,4.5,4.0,4.5
870,10.4,4.5,4.5,4.5,4.5,5.0
9104,4.5,3.0,3.0,3.0,3.5,3.0
33489,8.1,4.5,4.5,4.5,4.0,4.0
10997,5.3,4.0,4.5,4.5,4.0,4.0
27649,9.4,4.5,4.5,3.5,4.0,3.5
17270,5.0,3.5,3.0,3.0,3.5,3.0
18108,6.8,4.0,4.0,4.5,4.0,4.5
5592,5.0,4.0,4.5,4.0,4.0,4.5
26096,8.1,4.0,4.5,4.5,4.5,4.5
24486,5.0,4.0,3.0,4.0,4.0,4.0
10938,9.4,4.0,4.0,4.0,4.5,4.5
34055,6.6,4.0,4.0,4.0,4.0,4.0
11737,9.5,3.0,3.5,3.0,3.0,3.5
33082,6.9,3.5,3.5,3.5,4.0,3.5
26375,6.6,4.0,3.0,3.0,3.5,3.0
36524,6.6,4.5,4.5,4.5,4.5,4.5
11949,5.7,3.0,3.0,3.5,3.5,3.5
20588,11.2,4.5,5.0,5.0,4.0,5.0
5850,6.5,4.0,3.0,3.0,2.0,2.5
3129,6.8,4.0,4.5,4.0,4.5,4.0
16279,6.1,3.5,3.5,3.5,3.5,4.0
3968,9.2,4.0,4.0,4.5,4.5,4.5
35418,9.0,4.0,4.0,4.0,4.0,3.5
336,4.3,3.0,4.0,4.0,4.0,3.0
27340,6.5,4.5,5.0,4.5,3.5,4.0
18931,10.0,4.0,4.5,4.5,4.5,4.5
8112,8.3,5.0,4.5,4.5,4.0,4.0
32369,5.7,3.0,4.0,4.0,3.5,3.5
2985,10.6,5.0,5.0,5.0,5.0,5.0
10878,4.4,3.5,4.5,3.0,3.0,3.5
15916,2.8,3.0,2.5,3.0,3.0,2.5
11669,8.1,4.0,3.5,3.0,3.5,3.5
20862,4.5,3.5,3.5,3.5,3.5,4.0
19942,4.5,2.5,2.5,3.0,2.0,2.5
11001,8.5,3.0,3.5,3.5,4.0,3.5
29437,11.2,4.0,5.0,4.0,5.0,5.0
36265,10.5,4.5,4.0,4.0,5.0,5.0
19800,6.6,4.5,3.5,3.5,3.0,3.0
12100,6.9,4.5,4.0,4.5,4.5,4.0
9018,5.0,3.5,3.5,3.5,3.5,3.0
29872,4.9,4.0,4.0,4.0,3.5,3.5
7243,9.0,4.5,4.5,5.0,4.5,4.5
14079,4.2,3.5,4.0,4.5,4.0,4.0
20866,6.8,4.0,4.0,4.0,3.0,3.5
36451,10.0,4.0,3.0,3.0,4.0,3.0
11874,6.5,4.5,4.0,4.0,4.0,4.5
36091,12.0,4.5,4.0,4.0,4.0,4.5
25805,6.8,3.0,3.0,3.0,3.0,3.0
8263,8.3,4.5,4.5,4.5,4.5,5.0
18678,4.5,3.0,3.0,2.5,3.0,3.0
6855,11.3,4.0,5.0,4.5,4.5,4.5
8597,5.0,3.0,3.0,4.0,4.0,3.0
34489,5.5,4.0,3.0,4.0,4.0,4.0
6901,12.0,4.0,4.0,3.0,3.5,4.0
29932,10.2,4.5,5.0,4.5,4.5,5.0
23963,8.3,4.5,4.5,4.5,4.5,4.5
9949,8.2,3.5,3.0,3.5,4.0,4.0
16436,8.1,4.0,5.0,4.5,4.5,4.5
1445,4.5,3.0,3.0,4.0,3.5,3.5
33715,5.0,3.5,3.5,3.5,3.5,3.5
14821,9.4,4.0,4.5,4.0,4.0,4.5
1695,8.3,4.5,5.0,5.0,5.0,5.0
17958,6.5,3.5,4.0,4.5,4.5,4.0
22523,12.0,4.5,4.0,4.0,4.5,4.0
20789,4.4,3.5,3.5,3.5,4.0,3.5
1630,8.2,4.5,4.5,4.5,4.5,4.5
33037,14.0,3.0,3.5,1.0,2.5,2.0
1881,4.5,4.0,4.0,4.0,4.0,4.0
14523,6.5,4.0,4.0,4.5,4.5,4.5
13900,8.2,3.5,4.0,4.5,4.0,4.5
5509,5.7,3.0,4.0,4.0,4.0,3.5
36879,7.0,4.5,2.0,3.5,4.0,4.0
2032,5.0,3.5,3.0,3.5,3.5,3.0
27500,11.2,5.0,4.5,5.0,5.0,5.0
32954,5.0,3.0,3.5,4.0,4.0,3.5
5558,6.5,3.5,4.0,4.5,4.5,4.5
11151,10.2,4.0,3.5,4.0,4.0,4.5
23569,9.4,4.0,4.0,5.0,5.0,5.0
